Timestamp,Voltage [uV]
2018/04/03 19:00:02 +0000,8196800
2018/04/03 19:04:02 +0000,8186800
2018/04/03 19:08:02 +0000,8178800
2018/04/03 19:12:02 +0000,8178800
2018/04/03 19:16:03 +0000,8168800
2018/04/03 19:20:07 +0000,8158800
2018/04/03 19:24:02 +0000,8148800
2018/04/03 19:28:02 +0000,8139133
2018/04/03 19:32:03 +0000,8138800
2018/04/03 19:36:07 +0000,8128800
2018/04/03 19:40:03 +0000,8118800
2018/04/03 19:44:03 +0000,8109133
2018/04/03 19:48:03 +0000,8108800
2018/04/03 19:52:03 +0000,8100800
2018/04/03 19:56:02 +0000,8081133
2018/04/03 20:00:02 +0000,8080800
2018/04/03 20:04:02 +0000,8080800
2018/04/03 20:08:02 +0000,8070800
2018/04/03 20:12:03 +0000,8060800
2018/04/03 20:16:02 +0000,8051133
2018/04/03 20:20:02 +0000,8050800
2018/04/03 20:24:02 +0000,8040800
2018/04/03 20:28:03 +0000,8021133
2018/04/03 20:32:08 +0000,8020800
